departureTime;personId;vehicleId;fromLinkId;fromX;fromY;toLinkId;toX;toY;waitTime;arrivalTime;inVehicleTravelTime;travelDistance_m;directTravelDistance_m;fareForLeg;latestDepartureTime;latestArrivalTime
23068.0;12052000_12052000_19520;taxi144;2469;454131.27;5732518.05;10261;455676.73;5726131.6;1141.0;24555.0;346.0;6941.29;6941.29;-2.23;24268;24787
23074.0;additional_670;taxi249;6544;456681;5736297.42;3778;454645.41;5735185.52;732.0;24406.0;600.0;4204.94;3930.43;-2;24274;24851.5
23080.0;12052000_12052000_31638;taxi60;4216;457951.43;5730096.66;2987;463417.47;5736122.42;346.0;25348.0;1922.0;28376.75;13505.39;-3.99;24280;25463.5
23081.0;12052000_12052000_28022;taxi144;3125;451603.03;5734148.99;6686;456513.51;5728015.34;624.0;24922.0;1217.0;16290.98;11511.71;-3.53;24281;25373
23082.0;12052000_12052000_29942;taxi64;6319;457002.09;5736491.54;6916;451603.03;5734148.99;183.0;25191.0;1926.0;16084.41;7444;-2.64;24282;25254
23086.0;12052000_12052000_26471;taxi365;7177;457368.67;5730102.32;2881;456171.03;5730656.31;1147.0;24371.0;138.0;1741.03;1741.03;-2;24286;24493
23092.0;12052000_12052000_31363;taxi292;5640;452422.15;5739377.71;7632;454125.91;5732910.17;138.0;25208.0;1978.0;17793.57;8498.45;-2.83;24292;25240
23099.0;12052000_12052000_7727;taxi146;5495;455099.69;5736877.55;7191;455436.09;5728693.1;876.0;25072.0;1097.0;13363.78;11678.49;-3.47;24299;25248.5
23100.0;12052000_12052000_1706;taxi313;8433;455710.18;5728784.8;5874;453706.36;5730306.45;328.0;23801.0;373.0;3835.72;3741.12;-2;24300;24667.5
23101.0;additional_1697;taxi153;6387;453427.48;5730288.39;6118;454134.33;5734448.82;519.0;24270.0;650.0;7462.35;5007.16;-2;24301;24869.5
23117.0;12052000_12052000_10153;taxi189;6884;454125.91;5732910.17;6998;452444.07;5733153.44;86.0;23431.0;228.0;2265.52;2265.52;-2;24317;24659
